,id,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state
167252,7018560667,Gulfport / Biloxi,685,apartment,958,2,1.0,1,1,1,1,0,0,laundry on site,off-street parking,30.3629,-88.5307,MS
277051,7047472799,Knoxville,850,manufactured,1500,3,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,35.8587,-84.6842,TN
115670,7039657639,Topeka,535,apartment,270,0,1.0,0,0,1,0,0,0,Unknown,Unknown,39.0119,-95.7151,KS
228734,7051078344,Columbus,795,apartment,830,2,1.0,1,1,1,0,0,0,laundry on site,street parking,39.923,-82.8664,OH
208893,7013080022,Binghamton,850,house,1200,3,1.0,1,1,1,1,0,0,w/d in unit,attached garage,42.3384,-75.9522,NY
111419,7036425684,"Kansas City, Mo",905,apartment,1069,2,2.0,0,0,1,0,0,0,Unknown,Unknown,39.2383,-94.6576,KS
264993,7044791015,Columbia,750,apartment,685,1,1.0,0,0,1,0,0,0,Unknown,Unknown,33.9506,-80.9171,SC
125741,7027707173,Baton Rouge,904,apartment,1055,2,2.0,1,1,1,0,0,0,w/d in unit,carport,30.4352,-91.0567,LA
263700,7050903245,Columbia,1049,apartment,1131,2,2.0,0,0,1,0,0,0,Unknown,Unknown,34.1103,-81.1966,SC
324445,7035349514,Fredericksburg,1330,apartment,1063,3,2.0,1,1,1,0,0,0,w/d in unit,Unknown,38.283,-77.4912,VA
60374,7033028253,Space Coast,1118,apartment,920,2,2.0,1,1,0,0,0,0,w/d hookups,street parking,28.1384,-80.6524,FL
283380,7048650317,Nashville,934,apartment,462,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,36.1818,-86.6416,TN
275339,7019185612,Clarksville,735,apartment,850,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,36.5107,-87.2757,TN
79178,7038298948,Savannah / Hinesville,1016,apartment,951,1,1.0,1,1,1,0,0,0,Unknown,no parking,31.989,-81.0979,GA
181610,7040056737,Fayetteville,770,apartment,978,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,35.1277,-78.8726,NC
240228,7031294353,Tulsa,559,apartment,550,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,36.0484,-95.9042,OK
177643,7050240517,Charlotte,1180,apartment,600,1,1.0,0,0,0,0,0,1,w/d in unit,attached garage,35.229,-80.8419,NC
248598,7037141787,Salem,864,apartment,823,2,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,44.8454,-123.23200000000001,OR
6244,7023215704,San Luis Obispo,2800,house,1655,3,2.0,0,0,0,0,0,0,w/d in unit,attached garage,35.3859,-120.60799999999999,CA
259735,7048029055,Rhode Island,1050,apartment,850,1,1.0,1,0,0,0,0,0,w/d hookups,street parking,41.8814,-71.35600000000001,RI
212552,7050919515,Rochester,635,house,1609,3,1.5,1,1,1,0,0,1,Unknown,Unknown,43.1685,-77.6845,NY
345977,7045445503,Milwaukee,1905,apartment,1173,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,43.0828,-88.0269,WI
328432,7048409169,Norfolk / Hampton Roads,1278,apartment,811,1,1.0,1,1,0,1,0,1,w/d in unit,detached garage,37.3178,-76.7634,VA
60312,7032169127,Space Coast,1429,apartment,857,1,1.0,0,0,1,0,0,0,Unknown,Unknown,28.1331,-80.7112,FL
141073,7032142134,South Coast,1725,apartment,555,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,42.2834,-71.0311,MA
168046,7029065463,Hattiesburg,906,apartment,1101,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,31.3535,-89.3519,MS
239219,7048254568,Tulsa,599,apartment,725,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,36.0484,-95.9042,OK
4608,7049851050,San Diego,1395,apartment,804,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,33.0357,-116.87700000000001,CA
363019,7048624559,Tucson,1200,apartment,720,2,1.0,1,1,1,0,0,1,laundry on site,Unknown,32.2396,-110.95200000000001,AZ
218341,7027349917,New Hampshire,1500,cottage/cabin,650,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,43.00899999999999,-70.7438,NH
58474,7049159985,Space Coast,1340,apartment,1191,2,2.0,0,0,1,0,0,0,Unknown,Unknown,28.3134,-80.7319,FL
173132,7029475030,Springfield,610,house,1030,2,1.0,1,1,1,0,0,0,Unknown,Unknown,37.2581,-93.3437,MO
256957,7046785840,Reading,832,manufactured,1001,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,40.0753,-77.4464,PA
35264,7049165118,Daytona Beach,1050,apartment,1028,2,1.5,1,1,1,0,0,0,laundry on site,Unknown,29.2833,-81.0882,FL
299383,7033038129,Galveston,730,apartment,648,1,1.0,1,1,1,0,0,0,Unknown,Unknown,29.5091,-95.0338,TX
213635,7027409408,Plattsburgh-Adirondacks,995,townhouse,1600,3,2.0,0,0,1,0,0,0,w/d hookups,detached garage,44.9767,-73.3737,NY
116886,7050763272,Wichita,620,apartment,960,2,1.0,0,0,1,0,0,0,laundry in bldg,street parking,37.671,-97.2179,KS
225731,7046852661,Cincinnati,830,apartment,823,2,1.5,1,1,1,0,0,0,laundry in bldg,Unknown,39.1282,-84.5907,OH
126023,7043026073,Houma,860,apartment,1104,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,29.6252,-90.7623,LA
265525,7041806105,Columbia,975,apartment,964,2,2.0,1,1,0,1,0,0,w/d in unit,Unknown,34.0853,-80.9167,SC
140228,7043549981,Boston,3150,apartment,840,2,2.0,1,1,1,0,0,0,laundry in bldg,off-street parking,42.3533,-71.125,MA
376348,7049992512,Los Angeles,1625,apartment,630,1,1.0,1,1,0,0,0,0,laundry on site,street parking,34.0653,-118.289,CA
365418,7049853173,Little Rock,859,apartment,815,1,1.0,1,1,1,1,0,0,w/d in unit,off-street parking,34.7902,-92.5044,AR
127583,7009655368,Lafayette,650,house,800,3,1.0,0,0,0,0,0,0,w/d hookups,off-street parking,30.2146,-92.0055,LA
10215,7046423896,Stockton,1600,apartment,1288,2,2.0,1,1,1,0,0,0,w/d hookups,carport,38.0024,-121.324,CA
359522,7049837399,Phoenix,1125,townhouse,1049,4,2.5,1,1,1,0,0,0,Unknown,Unknown,33.7047,-112.164,AZ
66316,7033612031,Treasure Coast,1669,townhouse,1807,3,2.5,1,1,1,0,0,0,w/d hookups,attached garage,27.3215,-80.403,FL
48290,7031648330,Okaloosa / Walton,1299,apartment,1129,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,30.3659,-86.2458,FL
349956,7047983767,Huntsville / Decatur,710,apartment,1074,3,2.0,0,0,0,0,0,0,w/d hookups,Unknown,34.7808,-86.9771,AL
367642,7045269419,Bakersfield,1205,apartment,1254,3,2.0,0,0,1,0,0,0,w/d hookups,detached garage,35.3595,-119.065,CA
364897,7031637996,Fayetteville,880,apartment,775,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,36.3169,-94.1545,AR
162287,7047386927,Minneapolis / St Paul,1660,townhouse,1222,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,44.8411,-93.5579,MN
10439,7044636066,Stockton,1330,apartment,680,2,1.0,1,1,1,0,0,0,laundry on site,Unknown,38.0025,-121.352,CA
254148,7044738355,Philadelphia,1535,apartment,685,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,39.9623,-75.1605,PA
23583,7046049506,Fort Collins / North Co,1148,apartment,581,0,1.0,0,0,1,0,0,0,Unknown,Unknown,40.4062,-105.03,CO
98555,7026899181,Evansville,949,apartment,1000,2,1.5,1,1,1,0,0,0,w/d hookups,Unknown,37.9744,-87.4742,IN
266241,7050941663,Greenville / Upstate,1073,apartment,1144,2,2.0,1,1,1,1,0,0,w/d hookups,detached garage,34.8661,-82.3198,SC
326760,7042621583,Norfolk / Hampton Roads,988,apartment,1000,2,2.0,1,1,1,0,0,0,Unknown,Unknown,36.8645,-76.3004,VA
271310,7048991099,Sioux Falls / Se Sd,530,house,850,2,1.0,1,1,1,0,0,0,Unknown,Unknown,43.5464,-96.6906,SD
353918,7043476655,Montgomery,650,apartment,1000,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,32.3258,-86.229,AL
375320,7034358766,Los Angeles,1950,apartment,900,1,1.0,1,1,1,0,0,0,laundry in bldg,carport,34.1091,-118.322,CA
88599,7033031461,Champaign Urbana,780,apartment,800,2,1.0,1,1,0,0,0,0,laundry in bldg,attached garage,40.1135,-88.2132,IL
85213,7042504601,Spokane / Coeur D'Alene,950,apartment,750,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,47.738,-117.256,ID
345430,7041926288,Milwaukee,1635,apartment,1065,2,2.0,0,0,0,1,0,0,w/d in unit,attached garage,43.0403,-87.9154,WI
118280,7040695945,Wichita,523,apartment,625,1,1.0,1,1,0,0,0,0,laundry on site,Unknown,37.7088,-97.3853,KS
166107,7029163574,Jacksonville,1034,apartment,1198,3,2.0,1,1,1,0,0,0,w/d in unit,no parking,34.774,-77.3781,NC
118049,7042431166,Wichita,683,apartment,915,2,2.0,1,1,1,0,0,0,Unknown,Unknown,37.6266,-97.3581,KS
289140,7039564192,Austin,1150,apartment,468,0,1.0,1,1,1,0,0,0,w/d in unit,Unknown,30.3764,-97.7078,TX
75791,7044782872,Macon / Warner Robins,660,apartment,1110,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,33.0698,-83.2444,GA
33800,7044915880,Delaware,1050,apartment,1019,2,2.0,1,1,1,0,0,0,laundry on site,Unknown,39.626999999999995,-75.7486,DE
202441,7039101678,South Jersey,1800,house,1005,3,1.0,0,0,1,0,0,0,laundry in bldg,Unknown,39.9015,-75.0729,NJ
334288,7036168006,Kennewick-Pasco-Richland,995,apartment,710,2,1.0,1,1,0,0,0,0,w/d in unit,carport,46.2522,-119.288,WA
126792,7041918118,Lafayette,845,apartment,852,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,30.1591,-92.0007,LA
1074,7046407970,Reno / Tahoe,1595,apartment,1098,2,2.5,1,1,0,0,0,0,w/d in unit,carport,39.6189,-119.67200000000001,CA
45265,7047621310,Lakeland,550,manufactured,1200,2,1.0,0,0,0,0,0,1,w/d in unit,carport,28.0496,-82.0069,FL
7785,7050020136,Sf Bay Area,2369,apartment,700,1,1.0,1,1,0,1,0,0,laundry in bldg,attached garage,37.3345,-121.885,CA
242581,7032831324,Corvallis/Albany,1235,apartment,728,1,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,44.626000000000005,-123.057,OR
162972,7032733400,Rochester,745,apartment,700,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,44.0472,-92.4925,MN
43535,7048945379,Jacksonville,1300,apartment,964,2,2.0,0,0,1,0,0,0,w/d hookups,attached garage,30.3311,-81.6621,FL
273766,7043817090,Chattanooga,580,apartment,611,1,1.0,1,1,1,0,0,0,laundry on site,carport,34.9984,-85.2166,TN
259462,7050824458,Rhode Island,1969,apartment,1584,2,2.0,1,1,1,1,0,0,w/d in unit,street parking,41.8814,-71.35600000000001,RI
114927,7030951791,Topeka,1000,house,2008,4,2.0,0,0,1,0,0,0,w/d hookups,detached garage,39.0858,-95.6867,KS
265823,7041356597,Florence,815,apartment,1255,4,2.0,0,0,1,0,0,0,Unknown,Unknown,34.2112,-79.755,SC
331117,7033502953,Roanoke,585,apartment,600,1,1.0,1,1,1,0,0,0,w/d hookups,street parking,37.2584,-79.9807,VA
234831,7027662433,Toledo,1170,apartment,825,2,1.0,1,0,0,1,0,0,w/d in unit,off-street parking,41.6903,-83.723,OH
119544,7027039435,Bowling Green,1027,apartment,1200,3,2.0,1,1,1,0,0,0,Unknown,Unknown,36.9745,-86.4199,KY
227804,7040809191,Cleveland,884,apartment,1000,2,2.0,1,0,1,0,0,0,laundry on site,Unknown,41.5825,-81.4865,OH
300254,7051052449,Houston,949,apartment,768,1,1.0,0,0,1,0,0,0,Unknown,Unknown,29.7363,-95.4898,TX
104288,7047486068,Des Moines,990,apartment,960,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,41.7313,-93.5911,IA
44614,7040302564,Lakeland,1009,apartment,1172,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,27.999000000000002,-81.9355,FL
371502,7024004900,Gold Country,1520,apartment,829,1,1.0,1,1,0,0,0,0,w/d in unit,carport,38.6668,-121.152,CA
177209,7035309049,Charlotte,1495,house,1543,3,2.5,1,1,1,0,0,0,w/d hookups,attached garage,35.575,-80.8949,NC
287021,7039183983,Austin,1725,apartment,1259,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,30.5092,-97.6303,TX
224800,7040003616,Cincinnati,895,apartment,550,0,1.0,1,1,1,0,0,0,laundry in bldg,detached garage,39.1044,-84.5159,OH
347428,7043339538,Birmingham,1200,apartment,1862,3,2.0,1,1,1,0,0,0,laundry on site,street parking,33.4226,-86.7065,AL
124596,7047438282,Baton Rouge,950,apartment,1188,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,30.3456,-91.1398,LA
148455,7049909606,Detroit Metro,1462,apartment,1570,2,2.0,1,1,1,0,0,0,Unknown,Unknown,42.4602,-83.2672,MI
215256,7040746993,Rochester,963,apartment,688,1,1.0,1,1,0,1,1,0,laundry in bldg,Unknown,43.1579,-77.6055,NY
113944,7031040401,Manhattan,670,manufactured,896,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,39.2233,-96.5813,KS
38710,7047327828,Ft Myers / Sw Florida,1200,duplex,1400,3,2.0,0,1,0,1,0,0,w/d in unit,carport,26.5895,-81.7294,FL
139617,7048959866,Boston,1000,apartment,150,4,2.0,0,0,1,0,0,1,laundry in bldg,street parking,42.3126,-71.1115,MA
196195,7051216464,Las Vegas,924,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,carport,36.1886,-115.069,NV
58839,7047522647,Space Coast,1007,apartment,998,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,28.1241,-80.6412,FL
63908,7046815614,Tampa Bay Area,1050,apartment,725,2,1.0,1,1,1,0,0,0,w/d in unit,Unknown,27.9544,-82.805,FL
19749,7048645406,Fort Collins / North Co,1200,condo,850,1,1.0,0,0,1,0,0,0,w/d in unit,detached garage,40.575,-105.132,CO
103233,7041776665,Ames,755,apartment,800,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,41.7346,-93.5901,IA
263799,7050743899,Columbia,975,apartment,964,2,2.0,1,1,0,1,0,0,w/d in unit,Unknown,34.0853,-80.9167,SC
374715,7046517724,Inland Empire,1580,apartment,815,2,1.0,1,1,1,0,0,0,w/d in unit,Unknown,33.9078,-117.256,CA
230353,7049015730,Columbus,1000,apartment,678,1,1.0,1,1,1,0,0,0,w/d in unit,no parking,,,OH
94003,7010139876,Southern Illinois,999,apartment,1000,3,1.0,1,1,1,0,0,0,laundry on site,off-street parking,37.7176,-89.1949,IL
357556,7048693502,Flagstaff / Sedona,1299,apartment,858,2,2.0,1,1,0,0,0,0,laundry on site,off-street parking,35.2017,-111.633,AZ
268992,7038309700,Hilton Head,1643,apartment,1270,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,35.884,-84.0973,SC
204468,7039483015,South Jersey,1418,apartment,922,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,39.8845,-74.9067,NJ
137606,7034661557,Frederick,1210,apartment,865,1,1.5,1,1,1,0,0,0,w/d in unit,Unknown,39.4219,-77.4331,MD
12242,7049966541,Ventura County,2220,apartment,1003,2,2.0,0,0,1,0,0,0,Unknown,Unknown,34.2788,-119.165,CA
217367,7050886219,New Hampshire,1295,apartment,1000,2,2.0,1,0,0,0,0,0,w/d hookups,off-street parking,43.3045,-70.9756,NH
334761,7051169302,Seattle-Tacoma,2175,apartment,588,0,1.0,1,1,0,1,1,0,w/d in unit,attached garage,47.6187,-122.346,WA
145986,7035749860,Ann Arbor,889,apartment,550,1,1.0,1,1,0,0,0,0,laundry in bldg,Unknown,42.254,-83.6591,MI
350941,7036476627,Huntsville / Decatur,907,apartment,807,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,34.7716,-86.6766,AL
146004,7023079841,Ann Arbor,1190,condo,1000,2,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,42.0816,-83.6957,MI
201869,7045616340,North Jersey,2300,townhouse,1396,3,2.5,0,0,1,0,0,0,w/d in unit,off-street parking,40.6608,-74.5357,NJ
290633,7011361421,Brownsville,500,house,875,2,1.0,1,1,1,0,0,0,Unknown,Unknown,25.9337,-97.5174,TX
347648,7048491752,Birmingham,875,apartment,425,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,33.5233,-86.7272,AL
370960,7044780950,Fresno / Madera,1265,apartment,900,2,1.0,1,1,1,0,1,0,w/d in unit,carport,36.8394,-119.749,CA
339181,7037630359,Yakima,1495,house,1900,3,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,46.5934,-120.531,WA
165386,7032230447,St Cloud,1110,apartment,1140,2,2.0,1,1,1,0,0,0,Unknown,Unknown,45.6043,-94.2177,MN
344285,7041299501,Madison,525,apartment,640,1,1.0,1,1,1,1,0,0,w/d in unit,attached garage,43.4616,-88.8407,WI
119649,7050173151,Eastern Kentucky,662,apartment,886,2,1.0,1,1,0,1,0,0,w/d hookups,off-street parking,37.7389,-84.2832,KY
252929,7027564809,Lehigh Valley,1200,house,2495,4,2.0,1,1,1,0,0,0,Unknown,Unknown,40.1956,-75.2339,PA
74925,7032706203,Columbus,749,apartment,677,1,1.0,0,0,1,0,0,0,Unknown,Unknown,32.4779,-84.898,GA
197608,7041282120,Las Vegas,249,apartment,500,1,1.0,1,1,1,0,0,1,laundry on site,Unknown,36.1453,-115.17,NV
325845,7008689706,Harrisonburg,600,house,665,2,2.0,1,1,1,0,0,0,Unknown,Unknown,38.4489,-78.8714,VA
146479,7048996311,Battle Creek,428,house,2164,3,2.0,1,1,1,0,0,1,Unknown,Unknown,42.3028,-85.2128,MI
348073,7045938467,Birmingham,1049,apartment,933,2,1.5,1,1,1,0,0,0,w/d in unit,Unknown,33.4237,-86.8015,AL
358363,7043509467,Mohave County,1025,apartment,900,2,2.0,1,1,1,0,0,0,w/d in unit,carport,35.1112,-114.55799999999999,AZ
145902,7019315848,Ann Arbor,1295,apartment,1000,2,1.5,1,1,1,0,0,0,w/d in unit,carport,42.2938,-83.6837,MI
40622,7041233676,Gainesville,414,apartment,1388,4,4.0,0,0,0,1,0,1,w/d in unit,street parking,29.6808,-82.4303,FL
144421,7041436439,Ann Arbor,910,duplex,1000,2,1.0,1,1,0,1,0,0,w/d in unit,off-street parking,42.2414,-83.7,MI
183531,7050322564,Greensboro,735,apartment,685,1,1.0,0,0,1,0,0,0,Unknown,Unknown,36.1517,-79.8711,NC
30336,7035390487,Northwest Ct,1908,apartment,764,1,0.0,1,1,1,0,0,0,Unknown,Unknown,41.0567,-73.5428,CT
48026,7040683809,Okaloosa / Walton,1305,apartment,1083,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,30.3659,-86.2458,FL
285735,7046935605,Amarillo,950,manufactured,1178,3,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,35.2766,-101.819,TX
111674,7043661763,"Kansas City, Mo",729,apartment,647,1,1.0,1,1,1,1,0,0,w/d in unit,detached garage,39.2383,-94.6576,KS
34777,7019893871,Delaware,930,apartment,675,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,39.1332,-75.5306,DE
153257,7050585686,Kalamazoo,810,apartment,800,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,42.2856,-85.583,MI
59754,7040106755,Space Coast,899,apartment,593,1,0.0,0,0,1,0,0,0,Unknown,Unknown,28.1384,-80.6524,FL
164314,7026556295,Southwest Mn,1800,townhouse,1688,3,2.5,0,0,1,0,0,0,w/d in unit,attached garage,44.7793,-93.5197,MN
326465,7045211048,Norfolk / Hampton Roads,1020,townhouse,870,1,1.5,1,1,1,0,0,0,w/d hookups,Unknown,36.8828,-76.3757,VA
85226,7038750865,Spokane / Coeur D'Alene,850,duplex,800,2,1.0,0,0,0,0,0,0,laundry in bldg,street parking,47.6455,-117.428,ID
178608,7048549118,Charlotte,955,apartment,1010,3,0.0,1,1,1,0,0,0,laundry in bldg,off-street parking,35.232,-81.1805,NC
150060,7032083727,Flint,1235,apartment,1125,2,2.0,1,1,1,0,0,0,w/d in unit,carport,42.8009,-83.734,MI
111716,7049943871,"Kansas City, Mo",897,apartment,877,1,1.0,1,1,1,0,0,0,Unknown,Unknown,38.9568,-94.6832,KS
365371,7006135881,Jonesboro,705,apartment,857,3,1.0,0,0,1,0,0,0,Unknown,Unknown,35.8452,-90.6834,AR
285549,7033485356,Amarillo,409,apartment,1125,4,2.0,1,1,1,1,0,1,w/d in unit,off-street parking,34.9829,-101.902,TX
232446,7031957812,Dayton / Springfield,500,apartment,735,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,39.76,-84.1321,OH
370436,7038002550,Gold Country,1770,apartment,700,1,1.0,1,1,0,0,0,0,w/d in unit,carport,38.6668,-121.152,CA
199001,7050740388,Central Nj,1905,apartment,1030,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,40.4587,-74.305,NJ
341671,7034020512,Kenosha-Racine,975,apartment,890,2,1.0,1,1,1,0,0,0,laundry in bldg,Unknown,42.4009,-87.846,WI
290033,7039730080,Beaumont / Port Arthur,730,apartment,750,1,1.0,0,0,1,0,0,0,Unknown,Unknown,30.1175,-94.1903,TX
245866,7051102329,Portland,2200,apartment,938,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,45.4898,-122.65100000000001,OR
59733,7037106223,Space Coast,750,apartment,690,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,28.0691,-80.62,FL
164706,7046932947,St Cloud,1220,apartment,1057,2,2.0,1,1,1,0,0,0,Unknown,Unknown,45.3027,-93.8045,MN
301483,7050375053,Killeen / Temple / Ft Hood,1433,apartment,1398,3,2.0,1,1,1,0,0,0,w/d hookups,detached garage,31.076999999999998,-97.3666,TX
184244,7032311123,Greensboro,1007,apartment,1173,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,36.0245,-79.8223,NC
37450,7041923884,Florida Keys,2059,apartment,700,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,24.6004,-81.6715,FL
291155,7041883174,College Station,719,apartment,566,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,30.7035,-95.544,TX
29446,7043338706,New Haven,2350,apartment,2350,2,2.0,1,1,0,0,0,0,laundry in bldg,off-street parking,43.0708,-73.7408,CT
11619,7035919196,Stockton,1625,townhouse,1400,2,2.5,1,1,1,0,0,0,w/d hookups,carport,38.0024,-121.324,CA
353563,7024606162,Mobile,680,apartment,686,1,1.0,1,1,0,0,0,0,w/d hookups,street parking,30.6311,-88.1588,AL
384022,7049226606,Redding,860,apartment,605,1,1.0,1,1,1,0,0,0,laundry in bldg,Unknown,40.6016,-122.374,CA
165996,7028001045,St Cloud,925,apartment,932,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,45.541000000000004,-94.1819,MN
288963,7041844863,Austin,1585,apartment,1075,3,2.0,1,1,1,0,0,0,Unknown,Unknown,30.4045,-97.714,TX
288673,7045047210,Austin,1165,apartment,558,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,30.1625,-97.7823,TX
43605,7044882956,Jacksonville,950,apartment,476,0,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,30.3271,-81.6681,FL
274803,7038318790,Chattanooga,1599,apartment,900,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,35.0463,-85.3161,TN
346266,7048088513,Sheboygan,750,duplex,900,2,1.0,0,0,1,0,0,0,w/d hookups,street parking,44.1022,-87.6604,WI
359385,7022886909,Prescott,1190,manufactured,980,2,2.0,0,0,0,0,0,0,Unknown,carport,34.5917,-112.426,AZ
267295,7031459981,Greenville / Upstate,595,house,1000,1,1.0,0,0,0,0,0,0,w/d hookups,off-street parking,34.8196,-82.4223,SC
121524,7041156336,Lexington,700,house,1441,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,38.0932,-84.5007,KY
355800,7046550710,Anchorage / Mat-Su,1700,duplex,750,2,1.0,0,0,0,0,0,0,laundry in bldg,street parking,61.2116,-149.876,AK
26441,7048588352,Western Slope,940,apartment,600,2,1.0,1,1,1,0,0,0,laundry on site,carport,38.5511,-106.931,CO
66480,7013398739,Treasure Coast,1145,apartment,786,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,27.2889,-80.298,FL
7285,7047615473,Sf Bay Area,2995,apartment,800,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking,37.7493,-122.427,CA
267292,7047030538,Greenville / Upstate,940,apartment,1048,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,34.7967,-82.286,SC
279961,7049115973,Memphis,875,apartment,600,1,1.0,0,0,1,0,0,0,w/d in unit,off-street parking,35.1483,-89.9729,TN
164270,7024931719,Rochester,650,apartment,710,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,44.0649,-92.494,MN
131957,7048652389,Annapolis,1496,apartment,1055,2,2.0,1,1,1,0,0,0,Unknown,Unknown,38.953,-76.4784,MD
6279,7035861521,San Luis Obispo,2125,apartment,700,1,1.0,1,1,0,0,0,0,w/d hookups,carport,35.2547,-120.691,CA
